first_name,last_name,nickname,weight_class,record,uri
Bruno,Silva,"""Bulldog""",Flyweight,12-5-2 (W-L-D),/athlete/bruno-silva
Natalia,Silva,,Women's Flyweight,14-5-1 (W-L-D),/athlete/natalia-silva
Erik,Silva,"""The King """,Featherweight,9-2-0 (W-L-D),/athlete/erik-silva
Karine,Silva,"""Killer""",Women's Flyweight,15-4-0 (W-L-D),/athlete/trevin-dzhayls-0
Bruno,Silva,"""Blindado""",Middleweight,22-8-0 (W-L-D),/athlete/bruno-silva-blindado
Joaquim,Silva,"""Netto BJJ""",Lightweight,12-4-0 (W-L-D),/athlete/joaquim-silva
Mayra,Bueno,"""Sheetara""",Women's Bantamweight,10-2-1 (W-L-D),/athlete/mayra-bueno-silva
Douglas,Silva,"""D Silva""",Bantamweight,28-5-0 (W-L-D),/athlete/douglas-silva-de-andrade
Ricky,Simon,,Bantamweight,20-3-0 (W-L-D),/athlete/ricky-simon
Everett,Sims,,Heavyweight,4-1-0 (W-L-D),/athlete/everett-sims
Mitchell,Sipe,"""The Sniper""",Heavyweight,4-1-0 (W-L-D),/athlete/mitchell-sipe
Gian,Siqueira,,Welterweight,0-1-0 (W-L-D),/athlete/gian-siqueira
Jeremia,Siregar,,Flyweight,0-1-0 (W-L-D),/athlete/jeremia-siregar
Nate,Smith,,Flyweight,0-1-0 (W-L-D),/athlete/nate-smith
Michael,Smith,"""Slap Jesus""",Welterweight,0-0-0 (W-L-D),/athlete/michael-smith
Anthony,Smith,"""Lionheart""",Light Heavyweight,36-17-0 (W-L-D),/athlete/anthony-smith
Shimon,Smotritsky,"""The Assassin""",Welterweight,0-2-0 (W-L-D),/athlete/mettyu-semelsberger-2
Devin,Smyth,,Welterweight,0-0-0 (W-L-D),/athlete/devin-smyth
Joe,Solecki,,Lightweight,12-3-0 (W-L-D),/athlete/joe-solecki
Yadong,Song,,Bantamweight,19-7-1 (W-L-D),/athlete/yadong-song
Emiliano,Sordi,"""He-Man""",Light Heavyweight,16-7-0 (W-L-D),/athlete/emiliano-sordi
Punahele,Soriano,"""Puna""",Middleweight,9-3-0 (W-L-D),/athlete/punahele-soriano
Mario,Sousa,"""Coração Valente""",Middleweight,1-2-0 (W-L-D),/athlete/mario-sousa
Willian,Souza,,Bantamweight,0-0-0 (W-L-D),/athlete/willian-souza
Ryan,Spann,"""Superman""",Light Heavyweight,21-7-0 (W-L-D),/athlete/ryan-spann
Serghei,Spivac,"""Polar Bear""",Heavyweight,16-3-0 (W-L-D),/athlete/sergey-spivak-0
Daniel,Spohn,"""Dragon""",Light Heavyweight,16-5-0 (W-L-D),/athlete/daniel-spohn
Cody,Stamann,"""Spartan""",Bantamweight,21-5-1 (W-L-D),/athlete/cody-stamann
Ricky,Steele,,Bantamweight,0-0-0 (W-L-D),/athlete/ricky-steele
Aljamain,Sterling,"""Funk Master""",Bantamweight,22-3-0 (W-L-D),/athlete/aljamain-sterling
Lazar,Stojadinovic,,Featherweight,12-6-0 (W-L-D),/athlete/lazar-stojadinovic
Julija,Stoliarenko,,Women's Bantamweight,10-8-2 (W-L-D),/athlete/julija-stoliarenko
Dustin,Stoltzfus,,Middleweight,14-5-0 (W-L-D),/athlete/dustin-stoltzfus
Sean,Strickland,,Light Heavyweight,26-5-0 (W-L-D),/athlete/sean-strickland
Tatiana,Suarez,,Women's Flyweight,10-0-0 (W-L-D),/athlete/tatiana-suarez
Lukasz,Sudolski,,Light Heavyweight,0-1-0 (W-L-D),/athlete/lukasz-sudolski
Justin,Sumter,"""The Fort""",Middleweight,7-2-0 (W-L-D),/athlete/justin-sumter
Rama,Supandhi,,Flyweight,0-1-0 (W-L-D),/athlete/rama-supandhi
Danilo,Suzart,,Heavyweight,0-1-0 (W-L-D),/athlete/danilo-suzart
Daniel,Swain,,Featherweight,20-10-1 (W-L-D),/athlete/daniel-swain
Cub,Swanson,,Bantamweight,28-13-0 (W-L-D),/athlete/cub-swanson
Oumar,Sy,,Light Heavyweight,0-0-0 (W-L-D),/athlete/oumar-sy
Kevin,Syler,"""El Nino Bala""",Lightweight,10-1-0 (W-L-D),/athlete/kevin-syler
Kevin,Szaflarski,,Heavyweight,0-0-0 (W-L-D),/athlete/kevin-szaflarski
Junior,Tafa,,Heavyweight,0-0-0 (W-L-D),/athlete/dzhunior-tafa
Justin,Tafa,"""Bad Man""",Heavyweight,6-3-0 (W-L-D),/athlete/justin-tafa
Tatsuro,Taira,,Flyweight,13-0-0 (W-L-D),/athlete/tatsuro-taira
Miesha,Tate,"""Cupcake""",Women's Flyweight,19-9-0 (W-L-D),/athlete/miesha-tate
Brad,Tavares,,Middleweight,19-8-0 (W-L-D),/athlete/brad-tavares
Paul,Teague,"""The Ninja Turtle""",Welterweight,0-0-0 (W-L-D),/athlete/paul-teague
Shawn,Teed,,Heavyweight,5-2-0 (W-L-D),/athlete/shawn-teed
Taneisha,Tennant,,Women's Featherweight,5-1-0 (W-L-D),/athlete/taneisha-tennant
Testy,Test,"""Testy""",Heavyweight,0-0-0 (W-L-D),/athlete/testy-test
David,Teymur,,Lightweight,8-2-0 (W-L-D),/athlete/david-teymur
Christapher,Thomas,"""KO Chris""",Welterweight,0-0-0 (W-L-D),/athlete/christapher-thomas
Stephen,Thompson,"""Wonderboy""",Welterweight,17-6-1 (W-L-D),/athlete/stephen-thompson
Darren,Till,"""The Gorilla""",Middleweight,18-5-1 (W-L-D),/athlete/darren-till
Denis,Tiuliulin,,Middleweight,11-7-0 (W-L-D),/athlete/denis-tiuliulin
Andrew,Todhunter,"""The Sniper""",Welterweight,8-0-0 (W-L-D),/athlete/andrew-todhunter
Duško,Todorović,"""Thunder""",Middleweight,12-3-0 (W-L-D),/athlete/dusko-todorovic
Tuco,Tokkos,,Light Heavyweight,0-1-0 (W-L-D),/athlete/tuco-tokkos
Ilia,Topuria,"""El  Matador""",Featherweight,13-0-0 (W-L-D),/athlete/ilia-topuria
Manuel,Torres,"""El Loco""",Lightweight,13-2-0 (W-L-D),/athlete/trevin-dzhayls-5
Desmond,Torres,,Bantamweight,0-0-0 (W-L-D),/athlete/desmond-torres
Tecia,Torres,"""The Tiny Tornado""",Women's Strawweight,13-6-0 (W-L-D),/athlete/tecia-torres
Angelo,Trevino,,Welterweight,7-2-0 (W-L-D),/athlete/angelo-trevino
Robert,Trujillo,"""The Real Deal""",Lightweight,0-0-0 (W-L-D),/athlete/robert-trujillo
Arman,Tsarukyan,"""Ahalkalakets""",Lightweight,19-3-0 (W-L-D),/athlete/arman-tsarukyan
Rei,Tsuruya,,Flyweight,0-0-0 (W-L-D),/athlete/rei-tsuruya
Gavin,Tucker,"""Guv'nor""",Featherweight,13-2-0 (W-L-D),/athlete/gavin-tucker
Tai,Tuivasa,"""BAM BAM""",Heavyweight,15-5-0 (W-L-D),/athlete/tai-tuivasa
Zubaira,Tukhugov,"""Warrior""",Lightweight,20-6-1 (W-L-D),/athlete/zubaira-tukhugov
Ricky,Turcios,,Bantamweight,13-3-0 (W-L-D),/athlete/ricky-turcios
Anton,Turkalj,"""The Pleasure Man """,Light Heavyweight,8-1-0 (W-L-D),/athlete/meyson-dzhons-2
Wellington,Turman,"""The Prodigy""",Middleweight,18-6-0 (W-L-D),/athlete/wellington-turman
Jalin,Turner,"""The Tarantula""",Lightweight,14-6-0 (W-L-D),/athlete/jalin-turner
Austin,Turpin,"""Turp""",Heavyweight,0-0-0 (W-L-D),/athlete/austin-turpin
Austin,Tweedy,"""The Flash""",Lightweight,8-2-0 (W-L-D),/athlete/austin-tweedy
Marcin,Tybura,"""Tybur""",Heavyweight,24-7-0 (W-L-D),/athlete/marcin-tybura
Takeru,Uchida,,Flyweight,1-0-0 (W-L-D),/athlete/takeru-uchida
Tagir,Ulanbekov,,Flyweight,15-2-0 (W-L-D),/athlete/tagir-ulanbekov
Carlos,Ulberg,"""Black Jag""",Light Heavyweight,8-1-0 (W-L-D),/athlete/carlos-ulberg
Logan,Urban,,Welterweight,0-0-0 (W-L-D),/athlete/logan-urban
Gilbert,Urbina,,Middleweight,6-2-0 (W-L-D),/athlete/gilbert-urbina
Elias,Urbina,,Middleweight,3-1-0 (W-L-D),/athlete/elias-urbina
Nick,Urso,,Flyweight,10-4-0 (W-L-D),/athlete/nick-urso
Sho,Patrick,,Lightweight,0-0-0 (W-L-D),/athlete/sho-patrick-usami
Mohammed,Usman,"""The Motor""",Heavyweight,9-2-0 (W-L-D),/athlete/mohammed-usman
Kamaru,Usman,"""Nigerian Nightmare""",Welterweight,20-2-0 (W-L-D),/athlete/kamaru-usman
Genaro,Valdez,"""Rayadito""",Lightweight,10-2-0 (W-L-D),/athlete/mark-shtrigl-0
Ivan,Valenzuela,,Middleweight,0-1-0 (W-L-D),/athlete/ivan-valenzuela
Jared,Vanderaa,,Heavyweight,12-10-0 (W-L-D),/athlete/jared-vanderaa
Austin,Vanderford,,Welterweight,4-0-0 (W-L-D),/athlete/austin-vanderford
Lando,Vannata,"""Groovy""",Featherweight,12-6-2 (W-L-D),/athlete/lando-vannata
Manny,Vazquez,,Flyweight,11-2-0 (W-L-D),/athlete/manny-vazquez
Kelly,Velasco,"""Killer""",Women's Bantamweight,2-2-0 (W-L-D),/athlete/kelly-velasco
Marlon,Vera,"""Chito""",Bantamweight,20-7-1 (W-L-D),/athlete/marlon-vera
Nikolay,Veretennikov,,Welterweight,0-1-0 (W-L-D),/athlete/nikolay-veretennikov
CJ,Vergara,,Flyweight,10-4-1 (W-L-D),/athlete/cj-vergara
Marvin,Vettori,"""The Italian Dream""",Middleweight,18-6-1 (W-L-D),/athlete/marvin-vettori
Polyana,Viana,"""Dama de Ferro""",Women's Strawweight,13-5-0 (W-L-D),/athlete/polyana-viana
Tamires,Vidal,"""Tractor """,Women's Bantamweight,7-1-0 (W-L-D),/athlete/tamires-vidal
Rodolfo,Vieira,,Middleweight,8-2-0 (W-L-D),/athlete/rodolfo-vieira
Ketlen,Vieira,"""Fenomeno""",Women's Bantamweight,13-3-0 (W-L-D),/athlete/ketlen-vieira
Armando,Villarreal,"""La Lumbre""",Bantamweight,5-1-0 (W-L-D),/athlete/armando-villarreal
Cheyanne,Vlismas,"""The Warrior Princess""",Women's Strawweight,7-3-0 (W-L-D),/athlete/cheyanne-vlismas
Alexander,Volkanovski,"""The Great""",Lightweight,25-2-0 (W-L-D),/athlete/alexander-volkanovski
Alexander,Volkov,"""Drago""",Heavyweight,35-10-0 (W-L-D),/athlete/alexander-volkov
Chase,Waldon,,Middleweight,11-3-0 (W-L-D),/athlete/chase-waldon
Brogan,Walker,"""Brogie The Bear""",Women's Flyweight,8-3-0 (W-L-D),/athlete/brogan-walker
Johnny,Walker,,Light Heavyweight,20-7-0 (W-L-D),/athlete/johnny-walker
Randall,Wallace,"""Braveheart""",Middleweight,15-7-0 (W-L-D),/athlete/randall-wallace
James,Wallace,"""Jesse""",Lightweight,9-2-0 (W-L-D),/athlete/james-wallace
Joshua,Wang-Kim,,Bantamweight,0-1-0 (W-L-D),/athlete/joshua-wang-kim
Trey,Waters,,Welterweight,0-1-0 (W-L-D),/athlete/trey-waters
Michelle,Waterson-Gomez,"""The Karate Hottie""",Women's Strawweight,18-10-0 (W-L-D),/athlete/michelle-waterson
Chris,Weidman,"""The All-American""",Middleweight,15-6-0 (W-L-D),/athlete/chris-weidman
Jeremiah,Wells,,Welterweight,11-2-0 (W-L-D),/athlete/jeremiah-wells
Sheldon,Westcott,,Welterweight,10-3-1 (W-L-D),/athlete/sheldon-westcott
Patrik,White,"""Prime Time""",Lightweight,0-1-0 (W-L-D),/athlete/patrik-uayt
Robert,Whittaker,"""The Reaper""",Middleweight,25-6-0 (W-L-D),/athlete/robert-whittaker
Josh,Wick,,Lightweight,0-1-0 (W-L-D),/athlete/josh-wick
Khaos,Williams,"""The Oxfighter""",Welterweight,13-3-0 (W-L-D),/athlete/khaos-williams
Karl,Williams,,Heavyweight,7-1-0 (W-L-D),/athlete/karl-williams
Karolina,Wojcik,,Women's Strawweight,1-0-0 (W-L-D),/athlete/karolina-wojcik
Danyelle,Wolf,,Women's Featherweight,1-1-0 (W-L-D),/athlete/danyelle-wolf
Nathaniel,Wood,"""The Prospect""",Featherweight,19-5-0 (W-L-D),/athlete/nathaniel-wood
Joanne,Wood,"""JoJo""",Women's Flyweight,15-8-0 (W-L-D),/athlete/joanne-wood
Sean,Woodson,"""The Sniper""",Featherweight,9-1-1 (W-L-D),/athlete/sean-woodson
Jordan,Wright,"""The Beverly Hills Ninja""",Light Heavyweight,12-5-0 (W-L-D),/athlete/jordan-wright
Rani,Yahya,,Bantamweight,28-10-1 (W-L-D),/athlete/rani-yahya
Qihui,Yan,,Women's Flyweight,0-1-0 (W-L-D),/athlete/qihui-yan
Petr,Yan,"""No Mercy""",Bantamweight,16-4-0 (W-L-D),/athlete/petr-yan
Xiaonan,Yan,,Women's Strawweight,16-3-0 (W-L-D),/athlete/xiaonan-yan
Adrian,Yanez,,Bantamweight,16-3-0 (W-L-D),/athlete/adrian-yanez
Ashley,Yoder,"""Spider Monkey""",Women's Strawweight,8-8-0 (W-L-D),/athlete/ashley-yoder
Sang,Hoon,,Lightweight,0-0-0 (W-L-D),/athlete/sang-hoon-yoo
Shane,Young,"""Maraenui""",Featherweight,13-7-0 (W-L-D),/athlete/shane-young
Sodiq,Yusuff,"""Super""",Featherweight,13-2-0 (W-L-D),/athlete/sodiq-yusuff
Aiemann,Zahabi,,Bantamweight,9-2-0 (W-L-D),/athlete/aiemann-zahabi
Joao,Zaiden,,Light Heavyweight,0-0-0 (W-L-D),/athlete/joao-zaiden
Zach,Zane,"""God's Warrior""",Featherweight,12-7-0 (W-L-D),/athlete/zach-zane
Daniel,Zellhuber,"""Golden Boy """,Lightweight,12-1-0 (W-L-D),/athlete/daniel-zellhuber
Yi,Zha,,Featherweight,21-4-0 (W-L-D),/athlete/yi-zha
Zhang,Weili,"""Magnum""",Women's Strawweight,23-3-0 (W-L-D),/athlete/weili-zhang
Shang,Zhifa,,Flyweight,0-1-0 (W-L-D),/athlete/filipe-lins-0
Zhalgas,Zhumagulov,,Flyweight,14-8-0 (W-L-D),/athlete/zhalgas-zhumagulov
Farès,Ziam,"""Smile Killer""",Lightweight,13-4-0 (W-L-D),/athlete/fares-ziam
